feature_ID,CCE_P1706_100.mzxml,CCE_P1706_102.mzxml,CCE_P1706_104.mzxml,CCE_P1706_106.mzxml,CCE_P1706_108.mzxml,CCE_P1706_110.mzxml,CCE_P1706_112.mzxml,CCE_P1706_114.mzxml,CCE_P1706_116.mzxml,CCE_P1706_118.mzxml,CCE_P1706_120.mzxml,CCE_P1706_122.mzxml,CCE_P1706_154.mzxml,CCE_P1706_156.mzxml,CCE_P1706_158.mzxml,CCE_P1706_160.mzxml,CCE_P1706_162.mzxml,CCE_P1706_164.mzxml,CCE_P1706_166.mzxml,CCE_P1706_168.mzxml,CCE_P1706_170.mzxml,CCE_P1706_172.mzxml,CCE_P1706_174.mzxml,CCE_P1706_176.mzxml,CCE_P1706_178.mzxml,CCE_P1706_180.mzxml,CCE_P1706_182.mzxml,CCE_P1706_184.mzxml,CCE_P1706_186.mzxml,CCE_P1706_188.mzxml,CCE_P1706_208.mzxml,CCE_P1706_210.mzxml,CCE_P1706_212.mzxml,CCE_P1706_214.mzxml,CCE_P1706_216.mzxml,CCE_P1706_218.mzxml,CCE_P1706_220.mzxml,CCE_P1706_222.mzxml,CCE_P1706_224.mzxml,CCE_P1706_228.mzxml,CCE_P1706_230.mzxml,CCE_P1706_40.mzxml,CCE_P1706_42.mzxml,CCE_P1706_44.mzxml,CCE_P1706_46.mzxml,CCE_P1706_48.mzxml,CCE_P1706_50.mzxml,CCE_P1706_52.mzxml,CCE_P1706_54.mzxml,CCE_P1706_56.mzxml,CCE_P1706_58.mzxml,CCE_P1706_60.mzxml,CCE_P1706_62.mzxml,CCE_P1706_64.mzxml,CCE_P1706_66.mzxml,CCE_P1706_68.mzxml,CCE_P1706_70.mzxml,CCE_P1706_72.mzxml,CCE_P1706_74.mzxml,CCE_P1706_76.mzxml,CCE_P1706_78.mzxml,CCE_P1706_80.mzxml,CCE_P1706_82.mzxml,CCE_P1706_84.mzxml,CCE_P1706_86.mzxml,CCE_P1706_88.mzxml,CCE_P1706_90.mzxml,CCE_P1706_92.mzxml,CCE_P1706_94.mzxml,CCE_P1706_96.mzxml,CCE_P1706_98.mzxml,Class16S,Confidence,Domain16S,Family16S,Genus16S,Order16S,Phylum16S,Species16S
007fbc9e8f6cd832df9c7023acbe2694,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Alphaproteobacteria,0.8876428,Bacteria,Clade II,NA,SAR11 clade,Proteobacteria,NA
008c133fdfe19c63729be80d2a7e6f4f,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,Dehalococcoidia,0.8875715,Bacteria,marine metagenome,marine metagenome,SAR202 clade,Chloroflexi,marine metagenome
008ff7cb675a9d3278d668fc3a0e4cf8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Deltaproteobacteria,0.8451695,Bacteria,uncultured delta proteobacterium,uncultured delta proteobacterium,Bradymonadales,Proteobacteria,uncultured delta proteobacterium
009257b156ab4a9dd2f0b0dd33100b7e,0,567,283,11,0,0,392,163,24,0,0,0,207,52,0,0,0,0,283,140,0,0,0,0,503,0,0,0,0,0,308,164,0,0,0,0,419,206,19,0,0,259,155,15,0,0,0,225,109,0,0,0,0,112,0,0,0,0,0,289,302,39,0,0,0,333,292,264,13,0,0,uncultured bacterium 413004-H17,0.9920711,Bacteria,uncultured bacterium 413004-H17,uncultured bacterium 413004-H17,uncultured bacterium 413004-H17,Marinimicrobia (SAR406 clade),uncultured bacterium 413004-H17
009bb3b7da99ebd3f6d03f29929f9dd5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Campylobacteria,0.9999527,Bacteria,Arcobacteraceae,Arcobacter,Campylobacterales,Epsilonbacteraeota,NA
009bc38a41bbd12b4761c80ee5857f78,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Deltaproteobacteria,0.9983821,Bacteria,Bdellovibrionaceae,OM27 clade,Bdellovibrionales,Proteobacteria,NA
00a785d69bd88a8f2724299a6980a430,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Verrucomicrobiae,0.7111838,Bacteria,Puniceicoccaceae,Cerasicoccus,Opitutales,Verrucomicrobia,uncultured bacterium
00c8b24781f4893e83bba0f9f75555cf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,uncultured bacterium,0.983783,Bacteria,uncultured bacterium,uncultured bacterium,uncultured bacterium,Margulisbacteria,uncultured bacterium
00c9b0d3ad699ad62f09f229b803b6e7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Gammaproteobacteria,0.9854495,Bacteria,Halieaceae,OM60(NOR5) clade,Cellvibrionales,Proteobacteria,NA
00ce0aee54897b9ab039947e21716171,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,Phycisphaerae,0.8223377,Bacteria,Phycisphaeraceae,Urania-1B-19 marine sediment group,Phycisphaerales,Planctomycetes,uncultured bacterium
00d187a844bb37f2aea7a17cbd000661,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,4,0,0,0,0,7,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,0,0,0,Gammaproteobacteria,0.9396268,Bacteria,Woeseiaceae,Woeseia,Steroidobacterales,Proteobacteria,NA
00d50081261c8bbfd993ecb1ef241653,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,52,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Alphaproteobacteria,0.887435,Bacteria,SAR116 clade,uncultured Oceanibaculum sp.,Puniceispirillales,Proteobacteria,uncultured Oceanibaculum sp.
00d75db1efd0ef1c2f26e62b8f641106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Alphaproteobacteria,0.8670559,Bacteria,Clade II,NA,SAR11 clade,Proteobacteria,NA
00e047a89c3cc1d2d459545ac75f18ed,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Deltaproteobacteria,0.8621944,Bacteria,Bdellovibrionaceae,OM27 clade,Bdellovibrionales,Proteobacteria,uncultured marine bacterium
00e6c13fe86364a5084987093afa1916,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,42,23,0,0,73,82,204,237,0,181,46,177,125,119,0,0,0,0,45,55,0,0,0,101,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Alphaproteobacteria,0.8484232,Bacteria,SAR116 clade,SAR116 cluster bacterium REDSEA-S10_B10N8,Puniceispirillales,Proteobacteria,SAR116 cluster bacterium REDSEA-S10_B10N8
00e786013bef0744586482eb58b4630a,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Gammaproteobacteria,0.999518,Bacteria,NA,NA,EPR3968-O8a-Bc78,Proteobacteria,NA
00f32f9f836c1b09fb77f1fcab2cdab7,0,0,32,54,0,0,0,55,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,0,0,0,0,40,47,56,0,0,0,40,0,0,0,0,0,28,0,0,0,0,28,0,0,0,0,0,15,31,32,0,0,0,0,0,33,0,0,0,Nitrospinia,0.9983501,Bacteria,Nitrospinaceae,LS-NOB,Nitrospinales,Nitrospinae,NA
00f550dc5595def1ef2e1da44506f9ad,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Dehalococcoidia,0.9989623,Bacteria,NA,NA,SAR202 clade,Chloroflexi,NA
01147872aeb2899aafc9a673a5d43206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Gammaproteobacteria,0.9917691,Bacteria,NA,NA,HgCo23,Proteobacteria,NA
012054e3f62502aff7f455e1592ea87f,89,0,12,84,113,121,0,29,85,75,84,69,0,16,122,143,358,204,0,16,125,107,276,232,0,236,276,276,142,128,0,70,305,296,334,262,46,70,151,145,173,0,31,41,45,20,8,0,32,36,23,0,6,37,60,67,30,29,31,0,20,117,84,106,101,0,0,19,98,77,92,Gammaproteobacteria,0.9999775,Bacteria,NA,NA,SAR86 clade,Proteobacteria,NA
0131c1c8d12aaf82a92197b684c6e232,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Deltaproteobacteria,0.9999508,Bacteria,NA,NA,PB19,Proteobacteria,NA
01354a3f8eaf3bd43dd4127cb81376b1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0.9999323,Bacteria,NA,NA,NA,Margulisbacteria,NA
014054460abf96044ebc78a2934d2823,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,uncultured bacterium,0.9650251,Bacteria,uncultured bacterium,uncultured bacterium,uncultured bacterium,Margulisbacteria,uncultured bacterium
0140b526d3415323c7385ac29cf2c5ef,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Gammaproteobacteria,0.7805361,Bacteria,Coxiellaceae,Coxiella,Coxiellales,Proteobacteria,uncultured bacterium
0144252f311996485abcc13abf919783,0,116,112,13,0,0,151,141,27,0,0,0,212,60,0,0,0,0,142,193,0,0,0,0,292,0,0,0,0,0,163,104,0,0,0,0,345,160,24,0,0,112,83,15,3,0,0,101,73,0,0,0,0,89,0,0,0,0,0,138,145,27,0,0,0,99,139,152,12,0,0,Alphaproteobacteria,0.9988766,Bacteria,uncultured bacterium KM3-47-A6,uncultured bacterium KM3-47-A6,uncultured,Proteobacteria,uncultured bacterium KM3-47-A6
01470070bc67e6374830474ff9e3cef6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Gammaproteobacteria,0.7996934,Bacteria,Coxiellaceae,Coxiella,Coxiellales,Proteobacteria,uncultured marine bacterium
014bbf103066e02621f1401b8d06dfeb,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,uncultured eubacterium OCS307,0.8110743,Bacteria,uncultured eubacterium OCS307,uncultured eubacterium OCS307,uncultured eubacterium OCS307,Marinimicrobia (SAR406 clade),uncultured eubacterium OCS307
01555052e7296adfdd4aff53d1b4b79d,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Alphaproteobacteria,0.9438327,Bacteria,Magnetospiraceae,uncultured,Rhodospirillales,Proteobacteria,uncultured alpha proteobacterium
016af7d77dad6b046713f610144eeb93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,Nitrospinia,0.7223852,Bacteria,Nitrospinaceae,Nitrospina,Nitrospinales,Nitrospinae,metagenome
016b3b4d3fa8e3e2a9e6fe3560525463,0,12,18,0,0,0,27,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,25,0,0,0,0,62,20,15,0,0,14,19,0,0,0,0,19,19,0,0,0,0,13,0,0,0,0,0,37,22,19,0,0,0,0,38,43,13,0,0,Deltaproteobacteria,0.9535755,Bacteria,Bdellovibrionaceae,OM27 clade,Bdellovibrionales,Proteobacteria,uncultured marine bacterium
016cfc3b4a7e67e1198b6b8844dba663,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Deltaproteobacteria,0.999671,Bacteria,Bdellovibrionaceae,OM27 clade,Bdellovibrionales,Proteobacteria,NA
01770ea2fb7f041c787e5a481888c27e,51,7,0,9,25,22,0,0,9,7,11,5,0,0,0,0,0,0,9,9,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,5,5,0,0,12,17,8,0,0,0,8,19,14,0,0,0,10,6,4,0,0,0,0,11,4,14,35,19,0,0,0,8,14,47,Bacteroidia,0.739209,Bacteria,Cryomorphaceae,NS10 marine group,Flavobacteriales,Bacteroidetes,uncultured Bacteroidetes bacterium
01874a5f6a88aa5196a4c6d1db4d910d,0,0,42,143,0,7,0,60,219,8,0,0,0,31,11,0,14,0,0,0,85,39,34,25,0,0,76,16,92,46,7,20,45,22,0,4,44,59,162,0,0,12,42,0,25,0,0,0,25,14,0,0,0,56,17,13,2,0,0,14,30,183,60,6,7,0,12,26,112,7,4,Thermoplasmata,1,Archaea,NA,NA,Marine Group II,Euryarchaeota,NA
0188a43dbbc30a100d15ddd9f100fdae,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0,0,Alphaproteobacteria,0.9901656,Bacteria,Magnetospiraceae,uncultured,Rhodospirillales,Proteobacteria,NA
018ac94f5f794bb10edae0c9849c3b34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0.9954706,Bacteria,NA,NA,NA,NA,NA
0191ca4e4d3c2130804c5ada62d920e3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ABY1,0.9999966,Bacteria,uncultured bacterium,uncultured bacterium,Candidatus Uhrbacteria,Patescibacteria,uncultured bacterium
01991f419bc19557bb40c3808f272640,0,0,0,7,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Gammaproteobacteria,0.7527514,Bacteria,Nitrosococcaceae,Cm1-21,Nitrosococcales,Proteobacteria,uncultured gamma proteobacterium
01a399e034784d139c0948fbdfcd5069,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Gammaproteobacteria,0.9936233,Bacteria,NA,NA,NA,Proteobacteria,NA
01b308c6394a6af3fc03ac301c5067c9,0,1,3,4,0,0,0,1,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,2,0,0,0,0,2,3,11,0,0,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,8,4,1,0,0,0,Deltaproteobacteria,0.9985381,Bacteria,uncultured marine bacterium,uncultured marine bacterium,NB1-j,Proteobacteria,uncultured marine bacterium
01c5d923dda8fd11e925c9eb5a16ccb2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0.8871015,Bacteria,NA,NA,NA,Proteobacteria,NA
